link_row,start_lon,start_lat,end_lon,end_lat,mid_lon,mid_lat,highway_code,vol_base_case,capacity_base_case,freespeed_ms,length_m,degree,times_intervened,mean_abs_response,std_response
223,2.33937,48.87731,2.33951,48.87779,2.33944,48.87755,5,22.6,240.0,5.56,54.5,5,0,2.498,3.121
224,2.33951,48.87779,2.33969,48.87844,2.3396,48.87811,5,11.9,240.0,5.56,73.5,6,0,2.025,2.316
225,2.33969,48.87844,2.33983,48.87892,2.33976,48.87868,5,15.6,240.0,5.56,54.1,5,0,2.013,2.402
226,2.36115,48.88673,2.36194,48.888,2.36155,48.88736,4,23.6,480.0,8.33,152.6,5,0,5.11,6.7
227,2.36194,48.888,2.36309,48.88992,2.36252,48.88896,4,21.1,480.0,8.33,230.5,4,0,5.014,6.658
228,2.35947,48.88577,2.35953,48.8861,2.3595,48.88594,1,126.4,1200.0,8.33,37.9,4,326,10.411,12.435
229,2.345,48.89365,2.34537,48.89433,2.34518,48.89399,4,52.5,480.0,8.33,79.5,4,0,4.169,4.276
230,2.34537,48.89433,2.34572,48.89498,2.34554,48.89465,4,54.7,480.0,8.33,77.1,7,0,4.199,4.323
231,2.34572,48.89498,2.34605,48.8956,2.34588,48.89529,4,55.7,480.0,8.33,73.1,4,0,4.201,4.323
232,2.44329,48.86535,2.44092,48.86599,2.4421,48.86567,3,0.0,600.0,8.33,188.2,4,0,0.0,0.0
233,2.44092,48.86599,2.44041,48.86611,2.44066,48.86605,3,0.0,600.0,8.33,39.4,2,0,0.0,0.0
234,2.44041,48.86611,2.43797,48.86662,2.43919,48.86637,3,0.0,600.0,8.33,188.1,2,0,0.0,0.0
235,2.43797,48.86662,2.43498,48.86724,2.43647,48.86693,3,0.0,600.0,8.33,229.1,5,0,0.0,0.0
236,2.36402,48.84409,2.36421,48.84391,2.36412,48.844,7,0.0,0.0,0.0,25.2,3,0,0.0,0.0
237,2.29415,48.89156,2.29777,48.89376,2.29596,48.89266,4,0.0,600.0,8.33,361.3,5,0,0.0,0.0
238,2.29866,48.89303,2.29942,48.89347,2.29904,48.89325,4,1.1,1200.0,4.17,74.7,5,0,5.607,7.817
239,2.39058,48.88007,2.39038,48.8801,2.39048,48.88008,4,17.7,480.0,8.33,15.0,4,0,2.807,3.089
240,2.39038,48.8801,2.39031,48.88014,2.39034,48.88012,4,43.7,480.0,8.33,8.3,6,0,4.08,3.658
241,2.39017,48.88001,2.39031,48.88004,2.39024,48.88003,4,41.7,480.0,8.33,11.8,5,0,6.253,4.328
242,2.39031,48.88004,2.39058,48.88007,2.39044,48.88005,4,15.7,480.0,8.33,19.8,4,0,4.855,4.437
243,2.29757,48.88939,2.29714,48.8895,2.29736,48.88944,9,3.0,480.0,8.33,34.2,4,0,0.659,0.926
244,2.29614,48.89032,2.29714,48.8895,2.29664,48.88991,4,4.8,480.0,8.33,117.5,3,0,0.413,0.511
245,2.29714,48.8895,2.29614,48.89032,2.29664,48.88991,4,4.0,480.0,8.33,117.5,4,0,0.659,0.926
246,2.36015,48.81603,2.36004,48.81601,2.3601,48.81602,2,1.0,1000.0,8.33,8.3,4,332,5.223,6.476
247,2.35121,48.87646,2.35199,48.87636,2.3516,48.87641,4,1.9,480.0,8.33,58.4,4,0,0.143,0.277
248,2.407,48.85165,2.40783,48.85265,2.40741,48.85215,4,4.8,480.0,8.33,162.6,2,0,0.781,0.538
249,2.40783,48.85265,2.407,48.85165,2.40741,48.85215,4,0.0,480.0,8.33,162.6,2,0,0.0,0.0
250,2.30172,48.8395,2.30181,48.83883,2.30176,48.83916,4,0.0,480.0,8.33,92.3,2,0,0.0,0.0
251,2.30181,48.83883,2.30172,48.8395,2.30176,48.83916,4,0.0,480.0,8.33,92.3,3,0,0.0,0.0
252,2.30164,48.83959,2.30172,48.8395,2.30168,48.83955,4,1.0,480.0,4.17,11.8,3,0,0.0,0.0
253,2.30172,48.8395,2.30164,48.83959,2.30168,48.83955,4,1.0,480.0,4.17,11.8,3,0,0.0,0.0
254,2.29722,48.88857,2.29783,48.88884,2.29753,48.88871,4,20.6,480.0,8.33,54.3,2,0,5.005,4.592
255,2.30458,48.88755,2.30448,48.88749,2.30453,48.88752,2,9.0,800.0,8.33,10.3,2,334,1.478,1.608
256,2.30026,48.89186,2.29757,48.88939,2.29892,48.89062,9,18.1,480.0,8.33,351.5,3,0,8.247,8.947
257,2.30013,48.88993,2.3009,48.89028,2.30052,48.8901,4,39.0,480.0,8.33,68.5,3,0,11.025,11.74
258,2.3009,48.89028,2.30193,48.89077,2.30141,48.89053,4,37.9,480.0,8.33,93.0,2,0,10.401,11.459
259,2.30193,48.89077,2.30253,48.89106,2.30223,48.89091,4,37.9,480.0,8.33,54.8,4,0,10.401,11.459
260,2.39334,48.83191,2.39374,48.8315,2.39354,48.8317,-1,0.0,0.0,0.0,54.2,4,0,0.0,0.0
261,2.39374,48.8315,2.39459,48.8306,2.39416,48.83105,-1,0.0,0.0,0.0,117.8,4,0,0.0,0.0
262,2.39459,48.8306,2.39478,48.8304,2.39468,48.8305,-1,0.0,0.0,0.0,25.7,3,0,0.0,0.0
263,2.44445,48.87213,2.4452,48.8723,2.44482,48.87221,2,0.0,1000.0,8.33,58.1,2,0,0.0,0.0
264,2.38784,48.83168,2.3876,48.8315,2.38772,48.83159,3,23.9,480.0,8.33,26.7,4,351,3.38,4.082
265,2.3987,48.85509,2.39993,48.85544,2.39932,48.85527,4,21.4,480.0,8.33,97.9,3,0,5.527,5.125
266,2.29695,48.82598,2.29702,48.82612,2.29699,48.82605,4,3.3,600.0,8.33,17.0,4,0,0.427,0.499
267,2.29702,48.82612,2.29695,48.82598,2.29699,48.82605,4,0.0,600.0,8.33,17.0,3,0,0.0,0.0
268,2.41517,48.84126,2.41537,48.84065,2.41527,48.84095,4,0.0,600.0,8.33,69.6,2,0,0.02,0.14
269,2.41537,48.84065,2.41558,48.84005,2.41547,48.84035,4,0.0,600.0,8.33,68.4,3,0,0.02,0.14
270,2.30793,48.84148,2.30915,48.84185,2.30854,48.84167,2,82.9,1600.0,8.33,98.6,3,351,7.383,8.999
271,2.30915,48.84185,2.31057,48.8423,2.30986,48.84208,2,87.0,1600.0,8.33,115.7,3,351,6.798,8.421
272,2.31057,48.8423,2.31107,48.84245,2.31082,48.84237,2,90.5,1600.0,8.33,40.0,2,351,6.785,8.332
273,2.31107,48.84245,2.31239,48.84286,2.31173,48.84266,2,83.0,1600.0,8.33,107.2,5,351,6.563,8.055
274,2.25949,48.84799,2.25947,48.84792,2.25948,48.84795,1,22.6,4800.0,8.33,8.4,4,318,2.428,2.115
275,2.45317,48.8172,2.45493,48.81692,2.45405,48.81706,3,0.0,600.0,6.94,132.7,4,0,0.0,0.0
276,2.45493,48.81692,2.45317,48.8172,2.45405,48.81706,3,1.0,600.0,6.94,132.7,4,0,0.0,0.0
277,2.40721,48.84744,2.40674,48.84748,2.40697,48.84746,1,291.8,2400.0,13.89,34.5,3,317,9.717,10.061
278,2.40638,48.8474,2.40734,48.84732,2.40686,48.84736,1,294.6,2400.0,13.89,71.2,3,351,17.941,22.035
279,2.38212,48.87101,2.38295,48.87144,2.38253,48.87122,4,4.9,480.0,8.33,77.9,4,0,1.828,1.146
280,2.35263,48.84112,2.35388,48.84131,2.35325,48.84122,4,3.1,480.0,8.33,95.0,6,0,1.529,1.976
281,2.38147,48.87092,2.38181,48.87033,2.38164,48.87062,4,19.0,480.0,8.33,70.8,5,0,2.124,2.699
282,2.36921,48.88251,2.36912,48.88239,2.36916,48.88245,4,15.7,480.0,8.33,14.8,5,0,4.817,5.636
283,2.34759,48.89952,2.34557,48.89949,2.34658,48.89951,4,1.4,480.0,8.33,148.6,2,0,1.643,2.046
284,2.27338,48.8259,2.27222,48.82711,2.2728,48.8265,4,0.0,600.0,8.33,163.2,3,0,0.0,0.0
285,2.28489,48.83048,2.28096,48.832,2.28293,48.83124,3,18.4,960.0,8.33,334.0,6,351,5.312,6.699
286,2.38824,48.87057,2.38915,48.87024,2.38869,48.87041,4,24.4,480.0,8.33,76.3,6,0,1.633,2.007
287,2.33987,48.87589,2.34034,48.87586,2.34011,48.87587,2,63.1,2400.0,8.33,34.8,5,327,4.957,5.195
288,2.34034,48.87586,2.342,48.87575,2.34117,48.8758,2,63.7,2400.0,8.33,122.0,3,327,4.948,5.225
289,2.342,48.87575,2.34313,48.87568,2.34256,48.87571,2,61.5,2400.0,8.33,83.7,4,327,4.808,5.131
290,2.35593,48.84933,2.35587,48.84917,2.3559,48.84925,3,34.0,480.0,8.33,19.5,3,333,4.009,5.132
291,2.35593,48.84933,2.35611,48.84933,2.35602,48.84933,1,12.4,2400.0,8.33,12.7,6,333,9.065,8.339
292,2.34837,48.90295,2.3483,48.90298,2.34833,48.90297,4,0.1,600.0,8.33,8.3,6,0,3.065,4.206
293,2.3483,48.90298,2.34837,48.90295,2.34833,48.90297,4,0.0,600.0,8.33,8.3,6,0,0.45,0.786
294,2.34836,48.90279,2.34837,48.90295,2.34837,48.90287,4,0.1,600.0,8.33,18.2,5,0,3.065,4.206
295,2.34837,48.90295,2.34836,48.90279,2.34837,48.90287,4,0.0,600.0,8.33,18.2,3,0,0.45,0.786
296,2.35357,48.88848,2.3536,48.88896,2.35358,48.88872,4,14.6,480.0,8.33,53.2,6,0,1.378,1.603
297,2.3536,48.88896,2.35333,48.89037,2.35347,48.88966,4,13.9,480.0,8.33,158.0,6,0,1.56,1.856
298,2.35936,48.89895,2.35937,48.89941,2.35937,48.89918,1,335.4,3600.0,8.33,51.0,5,326,12.04,9.68
299,2.36889,48.86633,2.36943,48.86562,2.36916,48.86597,3,91.1,960.0,8.33,88.9,6,339,6.325,7.396
300,2.35276,48.86994,2.35228,48.86975,2.35252,48.86985,5,1.5,240.0,5.56,45.5,6,0,0.476,0.424
301,2.32502,48.82178,2.32493,48.82166,2.32498,48.82172,1,569.0,1200.0,13.89,14.7,4,316,65.431,91.23
302,2.34011,48.86891,2.33867,48.86634,2.33939,48.86763,4,13.5,480.0,8.33,305.3,6,0,2.509,3.133
303,2.44286,48.84782,2.44534,48.84787,2.4441,48.84785,2,0.0,1000.0,13.89,181.9,6,0,0.0,0.0
304,2.29242,48.85103,2.29213,48.8509,2.29227,48.85096,4,17.1,480.0,8.33,25.8,5,0,3.58,3.916
305,2.34096,48.85338,2.34017,48.85345,2.34057,48.85341,5,0.2,240.0,5.56,57.9,7,0,0.325,0.401
306,2.34017,48.85345,2.33914,48.85355,2.33965,48.8535,5,1.0,240.0,5.56,77.2,7,0,0.01,0.099
307,2.32914,48.82782,2.32949,48.8264,2.32931,48.82711,4,5.8,480.0,8.33,160.0,6,0,1.215,0.987
308,2.30622,48.84668,2.30589,48.84678,2.30605,48.84673,2,44.7,800.0,8.33,26.5,4,351,5.587,4.394
309,2.30851,48.84602,2.30834,48.84607,2.30842,48.84605,2,20.8,800.0,8.33,14.2,2,351,2.546,3.169
310,2.30609,48.84646,2.30661,48.84631,2.30635,48.84639,2,55.5,800.0,8.33,42.1,7,351,6.734,4.637
311,2.30661,48.84631,2.30853,48.84577,2.30757,48.84604,2,50.3,800.0,8.33,153.1,7,351,6.597,4.785
312,2.30609,48.84646,2.30492,48.84611,2.3055,48.84629,4,14.3,480.0,8.33,96.7,6,0,4.007,4.725
313,2.30492,48.84611,2.30609,48.84646,2.3055,48.84629,4,24.0,480.0,8.33,96.7,6,0,3.502,3.9
314,2.30853,48.84577,2.30863,48.84575,2.30858,48.84576,2,51.3,800.0,8.33,8.3,5,351,6.597,4.785
315,2.30863,48.84575,2.30959,48.84548,2.30911,48.84561,2,40.0,800.0,8.33,76.8,6,351,6.364,4.151
316,2.33511,48.83021,2.33567,48.82954,2.33539,48.82988,-1,0.0,0.0,0.0,86.2,3,0,0.0,0.0
317,2.33641,48.82745,2.33653,48.82711,2.33647,48.82728,-1,0.0,0.0,0.0,39.3,7,0,0.0,0.0
318,2.33638,48.82713,2.33628,48.82746,2.33633,48.82729,-1,0.0,0.0,0.0,36.7,5,0,0.0,0.0
319,2.25805,48.84814,2.25733,48.84799,2.25769,48.84806,2,116.5,2400.0,8.33,55.5,6,318,6.527,5.857
320,2.25911,48.84824,2.25908,48.84855,2.25909,48.84839,1,2.9,1200.0,8.33,35.0,8,318,0.29,0.422
321,2.38734,48.88998,2.38776,48.88932,2.38755,48.88965,4,4.9,480.0,8.33,79.2,7,0,1.863,2.439
322,2.36361,48.87014,2.3626,48.87125,2.3631,48.87069,4,3.7,480.0,8.33,145.5,6,0,0.362,0.348
323,2.3626,48.87125,2.36208,48.87149,2.36234,48.87136,4,0.7,480.0,8.33,46.7,5,0,0.419,0.462
324,2.25729,48.84786,2.25756,48.84781,2.25743,48.84784,2,99.9,3200.0,8.33,20.8,5,318,4.78,4.298
325,2.28565,48.86963,2.2856,48.86979,2.28563,48.86971,2,120.5,7200.0,8.33,18.3,5,318,5.981,6.232
326,2.28557,48.86952,2.28565,48.86963,2.28561,48.86957,2,82.2,7200.0,8.33,13.6,5,318,6.483,6.468
327,2.36943,48.86562,2.37011,48.86472,2.36977,48.86517,3,51.4,960.0,8.33,112.0,4,339,4.516,5.051
328,2.28529,48.86988,2.28512,48.86983,2.28521,48.86985,2,93.6,7200.0,8.33,13.0,4,318,5.97,5.578
329,2.38691,48.89062,2.38734,48.88998,2.38713,48.8903,4,3.9,480.0,8.33,78.5,4,0,1.863,2.439
330,2.37208,48.86629,2.37071,48.866,2.37139,48.86615,6,0.0,0.0,0.0,106.9,5,0,0.0,0.0
331,2.26174,48.859,2.26122,48.85862,2.26148,48.85881,0,64.7,1200.0,19.44,57.8,4,0,8.738,10.58
332,2.26287,48.85988,2.26134,48.8593,2.2621,48.85959,0,49.7,1200.0,8.33,143.0,4,0,7.309,4.552
333,2.26074,48.85838,2.25893,48.85842,2.25983,48.8584,2,122.3,800.0,13.89,132.7,4,318,7.808,10.202
334,2.25893,48.85842,2.26074,48.85838,2.25983,48.8584,2,109.2,800.0,13.89,132.7,4,318,3.744,4.386
335,2.36603,48.81989,2.36606,48.82021,2.36605,48.82005,1,117.0,2400.0,8.33,36.4,4,332,5.115,7.089
336,2.36606,48.82021,2.36606,48.82045,2.36606,48.82033,1,116.0,2400.0,8.33,26.1,4,332,5.115,7.089
337,2.36606,48.82045,2.36606,48.82048,2.36606,48.82047,1,116.0,2400.0,8.33,8.3,3,332,5.115,7.089
338,2.36606,48.82048,2.36603,48.82054,2.36604,48.82051,1,116.0,2400.0,8.33,8.3,4,332,5.115,7.089
339,2.32582,48.85845,2.32609,48.85889,2.32596,48.85867,4,0.3,480.0,8.33,53.5,5,0,0.561,0.631
340,2.32609,48.85889,2.32582,48.85845,2.32596,48.85867,4,12.5,480.0,8.33,53.5,4,0,3.285,3.85
341,2.32609,48.85889,2.32641,48.85949,2.32625,48.85919,4,2.6,480.0,8.33,70.2,3,0,1.006,0.773
342,2.32641,48.85949,2.32609,48.85889,2.32625,48.85919,4,3.1,480.0,8.33,70.2,4,0,0.604,0.668
343,2.38065,48.86905,2.38046,48.86893,2.38056,48.86899,4,31.2,480.0,8.33,19.7,3,0,6.695,4.509
344,2.36706,48.81728,2.36699,48.81735,2.36703,48.81732,1,115.1,4800.0,8.33,9.7,5,332,5.031,7.14
345,2.36682,48.81729,2.36688,48.81721,2.36685,48.81725,1,0.2,4800.0,8.33,9.6,4,332,0.736,0.923
346,2.36661,48.81778,2.36569,48.8189,2.36615,48.81834,1,115.1,2400.0,8.33,141.8,2,332,5.031,7.14
347,2.37856,48.868,2.37728,48.86765,2.37792,48.86782,6,0.0,0.0,0.0,101.0,2,0,0.0,0.0
348,2.36479,48.84441,2.3647,48.84442,2.36474,48.84441,1,181.0,2400.0,8.33,8.3,3,333,21.043,24.342
349,2.36699,48.81735,2.36661,48.81778,2.3668,48.81757,1,115.1,2400.0,8.33,55.2,7,332,5.031,7.14
350,2.2617,48.83456,2.26171,48.83449,2.2617,48.83453,1,106.1,1200.0,8.33,8.3,7,318,6.803,9.341
351,2.32062,48.8612,2.32071,48.86117,2.32067,48.86119,4,16.9,480.0,8.33,8.3,6,0,1.416,1.847
352,2.32071,48.86117,2.3236,48.86032,2.32216,48.86074,4,16.9,480.0,8.33,232.0,6,0,1.416,1.847
353,2.3236,48.86032,2.32457,48.86003,2.32409,48.86018,4,14.6,480.0,8.33,78.0,6,0,1.548,1.611
354,2.32457,48.86003,2.32641,48.85949,2.32549,48.85976,4,29.1,480.0,8.33,147.8,6,0,3.648,3.193
355,2.32641,48.85949,2.32875,48.8588,2.32758,48.85915,4,28.6,480.0,8.33,188.0,8,0,3.033,3.326
356,2.2887,48.85836,2.29055,48.85992,2.28962,48.85914,1,179.7,1200.0,13.89,219.7,4,318,14.764,17.952
357,2.32875,48.8588,2.3297,48.85852,2.32922,48.85866,4,8.4,480.0,8.33,76.2,6,0,2.683,2.635
358,2.3297,48.85852,2.33275,48.85762,2.33122,48.85807,4,5.7,480.0,8.33,245.5,6,0,1.446,1.159
359,2.35691,48.89197,2.35674,48.8925,2.35683,48.89223,-1,0.0,0.0,0.0,60.1,6,0,0.0,0.0
360,2.35674,48.8925,2.35631,48.89365,2.35652,48.89307,-1,0.0,0.0,0.0,131.6,7,0,0.0,0.0
361,2.31999,48.86065,2.32046,48.86123,2.32023,48.86094,4,4.7,480.0,8.33,74.0,4,0,1.827,2.429
362,2.32046,48.86123,2.32055,48.86127,2.3205,48.86126,4,4.7,480.0,8.33,8.3,7,0,1.827,2.429
363,2.35791,48.89786,2.35787,48.89828,2.35789,48.89807,4,2.7,480.0,8.33,45.9,5,0,3.307,4.59
364,2.32041,48.86142,2.32032,48.86139,2.32037,48.8614,9,1.0,480.0,8.33,8.3,4,0,0.78,0.854
365,2.32032,48.86139,2.31933,48.86159,2.31983,48.86148,9,1.0,480.0,8.33,79.0,3,0,0.78,0.854
366,2.3188,48.86074,2.31898,48.86103,2.31889,48.86089,4,1.2,480.0,8.33,34.4,3,0,1.128,1.115
367,2.31898,48.86103,2.3188,48.86074,2.31889,48.86089,4,54.3,480.0,8.33,34.4,4,0,7.137,7.745
368,2.31898,48.86103,2.31933,48.86159,2.31916,48.86131,4,29.6,480.0,8.33,67.2,2,0,5.29,4.465
369,2.31933,48.86159,2.31898,48.86103,2.31916,48.86131,4,53.7,480.0,8.33,67.2,2,0,7.3,7.734
370,2.31984,48.86241,2.31971,48.86226,2.31978,48.86234,4,3.8,480.0,8.33,19.4,3,0,1.237,0.816
371,2.31971,48.86226,2.31984,48.86241,2.31978,48.86234,4,29.2,480.0,8.33,19.4,4,0,5.018,4.443
372,2.35544,48.82485,2.35537,48.82487,2.3554,48.82486,4,15.8,480.0,8.33,8.3,4,0,3.873,3.066
373,2.35537,48.82487,2.35533,48.82485,2.35535,48.82486,4,34.3,480.0,8.33,8.3,3,0,3.868,4.075
374,2.35533,48.82485,2.35531,48.82481,2.35532,48.82483,4,23.2,480.0,8.33,8.3,3,0,2.598,2.785
375,2.318,48.8608,2.31828,48.86037,2.31814,48.86058,4,63.9,480.0,8.33,59.4,2,0,5.241,6.141
376,2.31828,48.86037,2.3188,48.86074,2.31854,48.86056,4,0.0,480.0,8.33,64.7,2,0,0.015,0.122
377,2.38083,48.88877,2.38018,48.88845,2.3805,48.88861,4,10.8,480.0,8.33,59.2,2,0,3.791,2.546
378,2.31795,48.8629,2.31898,48.86253,2.31847,48.86271,1,33.0,1200.0,8.33,86.8,3,308,3.757,4.797
379,2.31999,48.86065,2.31898,48.86103,2.31949,48.86084,4,29.0,480.0,8.33,85.1,4,0,5.556,4.258
380,2.30195,48.8623,2.30543,48.8623,2.30369,48.8623,4,6.2,480.0,8.33,257.5,3,0,3.138,1.69
381,2.30668,48.86168,2.30545,48.8617,2.30607,48.86169,4,5.1,480.0,8.33,90.3,4,0,3.702,1.945
382,2.31166,48.86279,2.31164,48.86244,2.31165,48.86261,9,10.0,480.0,8.33,39.5,3,0,4.031,4.89
383,2.3078,48.85972,2.30699,48.86114,2.3074,48.86043,4,10.9,480.0,8.33,168.5,4,0,1.382,1.594
384,2.30699,48.86114,2.30668,48.86168,2.30684,48.86141,4,7.7,480.0,8.33,64.3,3,0,3.357,2.035
385,2.30668,48.86168,2.30631,48.86232,2.3065,48.862,4,3.0,480.0,8.33,76.4,4,0,0.804,1.06
386,2.30748,48.86234,2.30752,48.86171,2.3075,48.86203,4,0.0,480.0,8.33,70.3,4,0,0.0,0.0
387,2.30752,48.86171,2.30748,48.86234,2.3075,48.86203,4,0.0,480.0,8.33,70.3,5,0,0.0,0.0
388,2.37011,48.86472,2.37068,48.864,2.3704,48.86436,3,50.4,960.0,8.33,89.9,4,339,4.579,5.062
389,2.30833,48.86114,2.30831,48.86172,2.30832,48.86143,4,2.0,480.0,8.33,65.0,3,0,0.38,0.592
390,2.30831,48.86172,2.30833,48.86114,2.30832,48.86143,4,0.7,480.0,8.33,65.0,4,0,0.571,0.563
391,2.30831,48.86172,2.30827,48.86235,2.30829,48.86204,4,3.3,480.0,8.33,70.5,4,0,1.072,0.868
392,2.30827,48.86235,2.30831,48.86172,2.30829,48.86204,4,0.0,480.0,8.33,70.5,4,0,0.033,0.179
393,2.30923,48.86255,2.30924,48.86239,2.30923,48.86247,4,5.7,480.0,8.33,18.2,5,0,1.241,1.15
394,2.37664,48.84658,2.3767,48.84662,2.37667,48.8466,4,5.8,480.0,8.33,8.3,5,0,2.374,1.652
395,2.37627,48.84615,2.37741,48.84628,2.37684,48.84621,2,140.7,2400.0,8.33,84.7,2,351,13.198,15.282
396,2.29836,48.87772,2.29809,48.87778,2.29822,48.87775,1,19.9,3600.0,8.33,20.9,3,333,8.69,8.068
397,2.29809,48.87778,2.29836,48.87772,2.29822,48.87775,1,49.2,3600.0,8.33,20.9,2,333,5.202,6.454
398,2.29537,48.87901,2.29582,48.87922,2.2956,48.87912,4,0.0,480.0,8.33,41.1,4,0,0.0,0.0
399,2.29582,48.87922,2.29537,48.87901,2.2956,48.87912,4,0.0,480.0,8.33,41.1,2,0,0.0,0.0
400,2.29116,48.87165,2.29186,48.87111,2.29151,48.87138,4,2.0,480.0,8.33,79.5,3,0,0.006,0.077
401,2.29186,48.87111,2.29116,48.87165,2.29151,48.87138,4,2.0,480.0,8.33,79.5,3,0,0.006,0.077
402,2.28556,48.87699,2.28526,48.87689,2.28541,48.87694,4,6.8,480.0,8.33,24.6,4,0,1.657,2.074
403,2.28526,48.87689,2.28556,48.87699,2.28541,48.87694,4,0.0,480.0,8.33,24.6,4,0,0.0,0.0
404,2.28722,48.87626,2.28731,48.87643,2.28727,48.87635,4,22.7,480.0,8.33,19.5,3,0,8.297,7.874
405,2.28731,48.87643,2.28722,48.87626,2.28727,48.87635,4,0.4,480.0,8.33,19.5,3,0,0.357,0.0
406,2.27859,48.86826,2.27867,48.86843,2.27863,48.86835,4,0.0,480.0,8.33,20.2,2,0,0.031,0.179
407,2.27867,48.86843,2.27859,48.86826,2.27863,48.86835,4,0.0,480.0,8.33,20.2,2,0,0.002,0.045
408,2.35357,48.84439,2.35355,48.84455,2.35356,48.84447,4,9.2,480.0,8.33,18.4,3,0,2.046,2.286
409,2.32086,48.84278,2.32063,48.84318,2.32075,48.84298,4,1.2,480.0,8.33,48.9,2,0,0.842,0.271
410,2.32231,48.81802,2.32412,48.81773,2.32321,48.81787,2,27.5,1000.0,13.89,136.5,3,0,25.275,33.645
411,2.33903,48.8492,2.33903,48.8498,2.33903,48.84949,4,15.4,480.0,8.33,66.4,4,0,2.63,2.877
412,2.35582,48.87657,2.35218,48.87699,2.354,48.87678,4,2.5,480.0,8.33,274.5,3,0,2.373,1.658
413,2.35218,48.87699,2.3514,48.8771,2.35179,48.87704,4,3.8,480.0,8.33,58.1,2,0,2.967,1.798
414,2.32551,48.82092,2.32548,48.82132,2.32549,48.82112,1,474.2,3600.0,13.89,44.1,3,316,44.767,61.197
415,2.37068,48.864,2.37123,48.86329,2.37095,48.86364,3,52.3,960.0,8.33,88.4,2,339,4.579,5.011
416,2.39534,48.84529,2.39538,48.84555,2.39536,48.84542,4,34.9,480.0,8.33,28.6,2,0,4.054,3.225
417,2.39538,48.84555,2.39534,48.84529,2.39536,48.84542,4,6.3,480.0,8.33,28.6,2,0,2.854,2.211
418,2.3951,48.84557,2.39449,48.84624,2.39479,48.84591,4,38.9,480.0,8.33,87.3,2,0,5.561,3.793
419,2.32739,48.82381,2.3272,48.82364,2.32729,48.82372,4,82.4,480.0,8.33,23.4,3,0,4.307,5.273
420,2.32958,48.85967,2.33026,48.86059,2.32992,48.86013,2,230.3,1600.0,8.33,113.5,3,528,21.831,24.762
421,2.37681,48.82416,2.37689,48.82412,2.37685,48.82414,3,71.3,480.0,8.33,8.3,5,332,5.225,6.447
422,2.37689,48.82412,2.37681,48.82416,2.37685,48.82414,3,26.9,480.0,8.33,8.3,4,332,2.066,2.667
423,2.37689,48.82412,2.37693,48.8241,2.37691,48.82411,3,71.3,480.0,8.33,8.3,5,332,5.225,6.447
424,2.37693,48.8241,2.37689,48.82412,2.37691,48.82411,3,26.9,480.0,8.33,8.3,6,332,2.066,2.667
425,2.37693,48.8241,2.37703,48.82405,2.37698,48.82407,3,71.3,480.0,8.33,8.7,5,332,5.225,6.447
426,2.37703,48.82405,2.37693,48.8241,2.37698,48.82407,3,26.9,480.0,8.33,8.7,3,332,2.066,2.667
427,2.32928,48.85955,2.32945,48.85962,2.32937,48.85959,2,126.4,800.0,8.33,14.1,2,308,12.297,13.5
428,2.32966,48.85943,2.32962,48.85957,2.32964,48.8595,2,103.9,800.0,8.33,15.5,3,308,12.568,13.881
429,2.39158,48.82819,2.39124,48.82818,2.39141,48.82819,0,19.8,2400.0,8.33,25.1,2,0,1.097,1.34
430,2.39555,48.86497,2.39451,48.86469,2.39503,48.86483,1,151.0,1200.0,8.33,82.6,5,317,14.679,14.336
431,2.39451,48.86469,2.39555,48.86497,2.39503,48.86483,1,167.5,1200.0,8.33,82.6,5,317,8.732,10.632
432,2.39451,48.86469,2.39226,48.8641,2.39338,48.8644,1,187.2,1200.0,8.33,177.0,6,317,13.581,13.75
433,2.39226,48.8641,2.39451,48.86469,2.39338,48.8644,1,114.7,1200.0,8.33,177.0,5,317,9.11,10.116
434,2.39226,48.8641,2.39165,48.86395,2.39195,48.86403,1,182.5,1200.0,8.33,48.2,3,317,14.12,13.857
435,2.39165,48.86395,2.39226,48.8641,2.39195,48.86403,1,114.0,1200.0,8.33,48.2,2,317,10.142,10.008
436,2.39165,48.86395,2.39111,48.86381,2.39138,48.86388,1,183.3,1200.0,8.33,42.1,2,317,14.472,13.897
437,2.39111,48.86381,2.39165,48.86395,2.39138,48.86388,1,110.2,1200.0,8.33,42.1,3,317,9.601,9.875
438,2.3443,48.81836,2.34418,48.81795,2.34424,48.81815,1,57.8,2400.0,8.33,45.8,2,316,7.638,9.858
439,2.34418,48.81795,2.3443,48.81836,2.34424,48.81815,1,130.0,3600.0,8.33,45.8,5,316,15.968,18.651
440,2.2945,48.87791,2.29432,48.87801,2.29441,48.87796,9,1.6,480.0,8.33,17.8,5,0,0.61,0.427
441,2.29432,48.87801,2.2945,48.87791,2.29441,48.87796,9,0.0,480.0,8.33,17.8,7,0,0.0,0.0
442,2.34348,48.81613,2.34402,48.81623,2.34375,48.81618,0,80.5,1200.0,8.33,41.7,5,0,13.729,15.952
443,2.33326,48.88083,2.33286,48.88092,2.33306,48.88088,4,4.3,480.0,8.33,30.7,3,0,0.353,0.394
444,2.33286,48.88092,2.33156,48.88121,2.33221,48.88107,4,5.3,480.0,8.33,100.3,3,0,0.353,0.394
445,2.39397,48.88641,2.39216,48.88473,2.39307,48.88557,3,43.9,480.0,8.33,231.3,4,318,3.284,4.153
